,image_id,grade,pos_x,pos_y,width,height
36243,35804.jpg,B,433,154,380,321
39585,17405.jpg,A,201,54,617,506
26511,98780.jpg,A,320,47,441,315
39822,14926.jpg,A,326,32,485,441
15454,70185.jpg,A,464,120,445,560
43988,95715.jpg,A,431,303,317,272
26937,39745.jpg,C,325,92,446,384
6880,88491.jpg,A,222,84,731,560
35445,42266.jpg,B,218,197,633,521
322,68809.jpg,A,254,57,572,598
32940,37458.jpg,A,405,418,236,265
38719,12094.jpg,A,427,266,292,226
25665,70038.jpg,C,325,178,340,337
18711,34333.jpg,A,500,100,438,377
24308,87346.jpg,A,802,169,324,348
40559,60388.jpg,A,489,153,285,250
42889,98660.jpg,B,456,147,310,315
43939,38318.jpg,B,466,360,330,271
36252,66984.jpg,B,491,153,286,296
7749,44611.jpg,A,435,233,381,275
3424,59381.jpg,A,42,14,854,706
40615,35680.jpg,A,462,110,285,239
19710,67003.jpg,A,453,82,474,362
40745,69221.jpg,B,472,231,292,276
3801,78438.jpg,B,3,4,860,716
19917,32887.jpg,A,474,88,460,359
3174,53903.jpg,A,39,12,905,708
33544,35634.jpg,A,374,147,287,286
10143,57191.jpg,A,442,393,259,242
40150,86084.jpg,A,308,9,472,385
27597,07406.jpg,A,331,334,439,353
3459,31483.jpg,C,44,17,917,703
37836,99722.jpg,B,528,236,348,253
34408,23098.jpg,A,271,46,686,662
7448,60788.jpg,B,363,20,650,590
27242,53114.jpg,A,322,163,508,371
16092,85613.jpg,A,413,23,449,556
37487,82901.jpg,B,564,157,266,298
30093,24424.jpg,A,513,197,350,242
450,73905.jpg,B,357,108,498,572
28606,28179.jpg,A,287,401,449,319
27588,51988.jpg,C,291,281,544,391
5673,01363.jpg,C,1,2,669,689
29652,03069.jpg,A,226,206,438,324
5477,81708.jpg,C,8,3,687,711
22653,50003.jpg,B,225,197,435,347
1978,59908.jpg,B,180,163,532,430
10003,12549.jpg,A,426,302,290,216
17499,18888.jpg,B,334,88,545,399
35909,84187.jpg,A,268,101,752,568
25099,32234.jpg,A,554,113,364,450
21271,26747.jpg,A,471,89,387,295
18244,23740.jpg,A,495,31,451,365
5086,30152.jpg,A,2,2,721,666
19444,35199.jpg,A,458,16,491,370
19712,50899.jpg,A,500,112,417,343
14396,83581.jpg,A,0,148,550,555
40044,48696.jpg,A,343,108,460,603
34576,12892.jpg,A,295,7,714,627
39440,50479.jpg,A,290,144,532,533
41477,73013.jpg,A,465,62,295,265
5041,51184.jpg,C,4,9,718,695
17795,74914.jpg,B,462,69,509,543
4803,70120.jpg,C,29,32,775,688
38682,19153.jpg,A,462,279,283,266
39461,40961.jpg,A,205,32,593,495
5929,82379.jpg,C,29,7,815,713
41806,08040.jpg,A,496,38,317,229
20011,70609.jpg,A,465,244,486,393
22832,12849.jpg,C,288,23,394,318
16400,51233.jpg,B,513,202,493,476
5468,72067.jpg,A,5,8,700,690
92,35008.jpg,B,292,88,578,561
35270,76433.jpg,A,212,47,756,620
9941,74885.jpg,A,421,323,280,262
35721,31278.jpg,A,191,45,754,675
10972,40780.jpg,C,387,235,314,255
26103,49896.jpg,B,390,182,380,325
12509,37675.jpg,A,162,137,356,293
17088,61751.jpg,A,690,243,490,369
41548,37276.jpg,A,481,97,319,320
2210,99474.jpg,B,288,63,466,646
29399,06354.jpg,A,323,3,335,345
42348,72733.jpg,B,492,339,248,253
33484,77813.jpg,A,382,81,240,259
13771,95155.jpg,A,51,197,459,394
14389,71626.jpg,A,31,194,562,428
1590,72072.jpg,A,263,74,461,539
44951,96043.jpg,A,509,288,297,213
10921,09567.jpg,A,438,263,298,232
28859,17595.jpg,B,342,147,307,371
7179,84740.jpg,C,362,110,595,565
33620,69322.jpg,B,398,239,263,230
12362,71756.jpg,B,120,329,381,302
36242,51810.jpg,B,427,33,339,292
22771,27105.jpg,A,288,57,396,336
655,57465.jpg,A,267,92,528,490
12155,06993.jpg,B,138,225,386,310
3991,16832.jpg,B,0,2,832,718
36657,05049.jpg,B,546,235,289,267
44505,55191.jpg,A,482,271,334,311
42979,02645.jpg,B,492,186,338,309
34176,74902.jpg,A,152,21,714,657
13727,37055.jpg,A,50,195,431,365
23847,04297.jpg,A,530,113,354,432
23986,56246.jpg,B,772,152,382,378
12499,51019.jpg,A,110,170,429,336
16176,71185.jpg,A,628,150,441,570
6191,59007.jpg,A,383,109,512,533
33467,24820.jpg,A,405,333,241,234
36830,59509.jpg,A,525,77,402,253
10755,23727.jpg,A,397,383,314,254
24097,62860.jpg,A,797,170,304,370
35327,30159.jpg,A,136,12,807,669
33533,83352.jpg,A,385,214,240,275
13666,46309.jpg,A,64,118,478,426
26898,35046.jpg,B,285,77,487,324
19070,74372.jpg,A,456,89,473,374
3202,82002.jpg,B,25,9,877,711
9311,17493.jpg,A,442,281,274,237
30663,37951.jpg,A,434,254,373,282
17800,86266.jpg,C,463,85,468,521
11742,32024.jpg,A,123,295,419,275
41090,92954.jpg,A,504,243,268,202
22019,57999.jpg,C,467,267,347,275
16706,06320.jpg,A,390,16,493,598
28604,40925.jpg,A,287,222,421,358
29765,43501.jpg,A,270,244,396,326
18967,22457.jpg,A,450,117,474,388
12653,13214.jpg,A,143,271,394,312
19788,86608.jpg,A,504,35,429,386
18362,26652.jpg,A,557,277,385,339
3303,22708.jpg,A,17,7,884,713
41664,38078.jpg,B,464,81,360,225
13010,69298.jpg,A,7,132,465,393
14153,10948.jpg,A,52,117,540,475
13323,59503.jpg,A,17,129,552,472
40833,23746.jpg,A,493,413,274,204
39859,50936.jpg,A,300,20,557,490
33937,97790.jpg,A,343,296,336,371
44751,63433.jpg,C,488,327,294,246
23462,65657.jpg,A,295,46,440,388
15593,86947.jpg,A,393,116,481,554
31637,12073.jpg,A,381,191,293,206
2089,70204.jpg,B,56,154,447,508
4307,70461.jpg,A,3,8,863,712
6810,49087.jpg,A,341,17,528,664
34535,38105.jpg,C,227,23,688,697
32530,76334.jpg,A,409,294,247,256
35655,15266.jpg,B,213,136,757,538
32012,79873.jpg,A,262,101,467,421
7928,45238.jpg,A,455,188,402,313
14107,36148.jpg,B,32,218,440,420
35933,29331.jpg,A,192,12,838,649
15207,63990.jpg,C,626,35,630,574
21130,34042.jpg,B,463,174,401,281
2493,28998.jpg,A,327,14,461,568
23974,34538.jpg,B,661,160,399,395
36011,84913.jpg,A,96,73,720,645
35396,68400.jpg,B,247,105,649,527
31182,59560.jpg,A,383,217,288,235
28829,18010.jpg,A,230,185,469,342
43236,29324.jpg,B,492,194,402,330
44296,19632.jpg,A,424,323,366,248
25710,30533.jpg,A,399,336,360,276
11361,72908.jpg,B,365,226,281,234
33071,64200.jpg,A,362,272,286,257
11200,44435.jpg,A,379,179,338,295
5020,74616.jpg,A,9,8,637,695
24203,48930.jpg,B,874,128,379,415
14968,51360.jpg,A,0,220,559,481
32223,19425.jpg,A,301,2,404,395
40255,40179.jpg,A,259,171,478,375
39447,95278.jpg,A,329,202,525,469
37873,11589.jpg,A,520,106,311,234
15152,49895.jpg,A,647,159,521,561
13074,99148.jpg,C,36,173,522,402
25811,67491.jpg,B,414,218,350,280
19560,09607.jpg,B,448,50,437,328
42342,69506.jpg,A,468,220,324,239
37765,88428.jpg,A,554,38,332,309
14861,93734.jpg,A,0,126,526,465
18773,60993.jpg,A,447,264,485,382
7981,48500.jpg,A,453,229,372,260
31296,47029.jpg,B,452,299,275,224
27931,96218.jpg,B,219,216,559,408
27105,49932.jpg,A,322,68,520,418
37557,99297.jpg,B,547,241,316,270
41790,46129.jpg,A,427,131,337,308
35805,81451.jpg,A,173,34,812,608
18900,18314.jpg,A,448,131,484,485
17922,80115.jpg,B,398,15,625,509
28577,94523.jpg,A,280,200,408,340
35512,91172.jpg,A,298,85,654,606
27467,26024.jpg,A,284,231,535,446
38382,14207.jpg,B,399,41,386,261
18175,59685.jpg,A,499,118,466,332
217,96361.jpg,A,267,104,526,514
16297,56910.jpg,A,351,21,506,442
7196,86687.jpg,A,404,12,581,708
14711,26481.jpg,A,0,120,569,517
31396,52773.jpg,A,413,195,245,222
38080,68161.jpg,B,559,190,265,261
12192,88975.jpg,A,173,299,361,314
32345,36992.jpg,A,241,78,458,399
15147,44600.jpg,A,516,43,565,528
24897,21071.jpg,B,661,156,392,406
14486,42894.jpg,A,0,176,538,503
3487,44248.jpg,A,49,6,868,714
39688,55840.jpg,A,343,84,463,523
25573,91975.jpg,A,253,140,433,395
44924,32016.jpg,A,432,383,368,294
15538,67201.jpg,A,446,138,484,506
15965,35835.jpg,A,552,53,457,539
40856,73220.jpg,A,492,87,235,270
40217,66846.jpg,C,283,145,475,361
34809,57395.jpg,A,147,12,759,691
16921,84620.jpg,A,537,183,520,463
9403,03377.jpg,A,434,309,297,231
27825,13988.jpg,B,295,194,471,324
17043,60299.jpg,A,516,156,401,458
34047,69266.jpg,A,361,340,307,288
40185,17866.jpg,A,330,305,440,371
30224,64407.jpg,A,425,310,358,247
33058,26104.jpg,A,375,365,280,264
33348,86971.jpg,A,398,460,267,230
15118,94801.jpg,A,359,39,613,622
31173,49798.jpg,A,351,199,320,240
10778,54410.jpg,A,440,285,271,216
5836,74023.jpg,A,12,25,815,682
42915,06083.jpg,A,441,228,336,237
32154,69614.jpg,A,284,123,419,387
28873,04329.jpg,A,247,171,444,413
29674,53960.jpg,C,151,275,504,338
2425,03234.jpg,A,313,138,464,502
26411,71295.jpg,A,395,348,338,255
11799,42930.jpg,A,66,228,421,361
43460,03148.jpg,B,509,416,304,258
4613,11678.jpg,B,1,5,646,701
37016,88623.jpg,B,560,129,311,278
32613,57114.jpg,A,394,297,226,281
27934,14417.jpg,A,305,253,454,324
4319,69179.jpg,A,35,3,797,717
11020,24851.jpg,C,370,189,346,279
8012,45459.jpg,A,429,306,412,305
35567,70721.jpg,B,266,56,655,643
40216,53456.jpg,C,306,238,469,394
32464,52087.jpg,A,377,195,247,251
12182,51648.jpg,A,158,259,390,318
22837,69104.jpg,C,315,64,417,352
9690,05998.jpg,A,409,396,303,249
1186,53645.jpg,B,184,72,646,635
21430,91375.jpg,A,488,112,403,328
26897,48296.jpg,A,310,52,488,405
25387,08113.jpg,B,155,138,363,372
13254,08376.jpg,B,30,122,541,453
9500,67007.jpg,A,442,153,269,224
13125,15501.jpg,A,25,160,365,412
44427,12558.jpg,A,532,265,296,270
21828,07045.jpg,A,457,268,408,334
40572,43650.jpg,A,492,227,272,225
12862,79093.jpg,A,49,272,470,356
24150,19169.jpg,B,498,196,337,385
29886,25129.jpg,A,227,276,463,334
28664,00223.jpg,A,327,177,381,310
1774,42858.jpg,B,189,56,569,564
10680,96771.jpg,A,449,55,291,244
27675,12516.jpg,A,351,323,457,355
36041,03174.jpg,B,440,32,335,309
42948,17728.jpg,B,472,219,344,267
16026,32115.jpg,A,496,88,451,455
44242,80556.jpg,A,422,345,360,315
38192,37859.jpg,A,544,252,288,258
5012,46373.jpg,B,9,7,647,712
42227,87527.jpg,B,491,242,279,274
33555,87322.jpg,A,389,116,258,294
22362,98674.jpg,A,329,209,518,376
36625,26742.jpg,A,569,261,263,278
34532,66116.jpg,A,188,70,726,636
18721,83648.jpg,A,471,53,497,365
5464,66188.jpg,B,9,0,683,720
8959,11064.jpg,A,371,283,327,238
37734,70077.jpg,A,555,67,311,301
41817,44603.jpg,B,472,80,302,277
12910,07473.jpg,A,55,196,445,384
27950,96194.jpg,B,267,263,528,343
42210,42974.jpg,A,484,266,281,225
44723,88558.jpg,B,531,275,304,233
15419,96948.jpg,A,423,119,503,550
31636,33953.jpg,A,431,232,228,277
7622,63306.jpg,C,422,257,370,272
27096,92535.jpg,A,318,144,524,441
15951,99964.jpg,A,480,135,439,522
27611,77286.jpg,C,363,63,484,384
27134,41240.jpg,C,215,142,533,383
33548,33945.jpg,B,432,222,230,289
16665,14394.jpg,A,496,71,569,469
31524,36125.jpg,B,515,54,230,311
39608,81637.jpg,A,246,200,582,430
21261,58943.jpg,B,486,64,424,321
15926,26377.jpg,A,473,34,466,538
28340,13148.jpg,A,330,291,339,323
16581,50546.jpg,A,473,18,437,480
6469,87801.jpg,B,367,8,494,669
18476,49550.jpg,A,498,222,404,363
44188,48256.jpg,A,415,354,329,260
43122,82739.jpg,A,463,115,388,342
28425,06796.jpg,A,219,373,413,343
8009,52546.jpg,A,462,267,368,291
27614,59597.jpg,A,365,205,431,370
37064,91070.jpg,B,578,114,276,294
25832,78113.jpg,B,382,255,376,268
21539,34996.jpg,A,456,214,356,271
18787,99715.jpg,B,458,196,445,394
12420,63827.jpg,C,75,234,438,350
23544,59097.jpg,A,281,113,470,350
33431,14834.jpg,B,411,319,237,249
20910,65332.jpg,A,565,165,334,297
32911,35910.jpg,A,366,260,302,258
16156,34455.jpg,A,432,35,497,624
27756,67822.jpg,B,196,190,573,426
9846,62051.jpg,A,445,218,274,234
133,80016.jpg,A,260,28,588,616
35286,98385.jpg,A,250,62,742,633
42582,33271.jpg,A,452,191,338,274
30864,47321.jpg,B,445,137,406,264
33710,08183.jpg,B,400,136,261,245
20474,53198.jpg,B,476,220,450,365
37704,57948.jpg,A,530,206,287,265
6996,00066.jpg,C,400,36,682,595
26499,76540.jpg,A,345,165,396,289
4069,24744.jpg,A,16,11,806,662
42909,36240.jpg,B,490,287,266,235
1269,04604.jpg,B,177,78,693,601
31108,93950.jpg,A,394,186,292,267
26146,45404.jpg,A,378,178,412,294
11937,68752.jpg,B,39,325,386,285
8374,43483.jpg,A,446,254,282,221
11420,71181.jpg,B,364,220,343,262
41030,05352.jpg,C,496,290,252,223
16449,28951.jpg,A,484,101,445,470
20725,27163.jpg,A,533,435,342,281
44201,30197.jpg,A,469,365,281,220
12914,17972.jpg,A,38,316,472,404
11134,42535.jpg,A,377,229,311,271
24006,82709.jpg,B,749,149,397,458
26265,22053.jpg,C,433,283,326,252
35126,61505.jpg,C,201,4,669,633
17655,21043.jpg,B,472,98,489,453
36477,28154.jpg,A,431,288,453,306
23367,87870.jpg,C,208,63,515,384
39995,12023.jpg,A,242,116,516,508
15265,33928.jpg,A,429,130,576,530
39446,76779.jpg,A,325,103,479,566
40301,49835.jpg,A,303,66,468,407
21716,69969.jpg,A,444,120,422,294
10021,47670.jpg,A,425,268,311,240
37560,94219.jpg,A,518,209,319,287
9497,29609.jpg,A,422,240,279,226
28687,85667.jpg,C,224,160,469,339
28921,04814.jpg,A,274,192,492,351
35045,62233.jpg,A,189,76,738,570
26375,14440.jpg,A,357,42,434,331
41007,11560.jpg,A,559,30,233,332
1017,89136.jpg,B,277,158,540,531
39925,92675.jpg,A,330,116,437,582
19218,14541.jpg,A,460,214,483,378
25844,53902.jpg,C,383,150,348,304
26204,11430.jpg,B,434,194,368,265
4934,82584.jpg,A,10,7,654,673
40928,05359.jpg,A,488,209,302,218
28558,21813.jpg,A,355,190,372,331
2166,54289.jpg,A,288,123,494,489
8700,11840.jpg,A,353,229,340,243
3642,58318.jpg,A,14,4,756,716
13622,95428.jpg,C,35,168,443,474
43550,26856.jpg,A,496,449,327,225
23912,02231.jpg,B,445,131,304,400
5892,66094.jpg,A,179,12,709,700
4931,16235.jpg,C,4,8,845,712
2604,83975.jpg,A,69,294,351,399
18277,19821.jpg,A,468,131,451,368
18567,67424.jpg,A,455,62,447,349
14141,25031.jpg,A,59,169,511,478
26460,65809.jpg,B,331,83,399,315
12500,02722.jpg,B,112,400,399,304
10394,73435.jpg,A,394,392,303,239
30352,71668.jpg,A,457,216,373,283
14875,50163.jpg,A,91,163,432,510
12028,66609.jpg,A,61,305,437,324
11711,20422.jpg,B,74,291,409,298
6892,72161.jpg,A,448,47,538,652
5590,17754.jpg,C,14,30,712,690
10291,08606.jpg,A,377,410,307,241
29050,59723.jpg,A,193,187,525,311
30050,92082.jpg,A,497,156,390,250
22854,50276.jpg,A,254,110,451,342
36730,82166.jpg,A,572,209,286,256
36351,31544.jpg,B,450,41,346,361
21402,85445.jpg,A,421,49,537,336
34959,79905.jpg,A,278,26,722,640
35273,24358.jpg,A,228,22,607,698
37166,89616.jpg,B,535,183,327,282
14119,45315.jpg,A,53,150,536,447
35133,21200.jpg,A,177,9,768,622
17607,76146.jpg,B,553,161,584,532
11661,45774.jpg,B,365,182,341,284
10169,28534.jpg,A,429,294,303,267
39757,57365.jpg,A,219,21,493,486
5659,21998.jpg,B,0,7,718,713
4659,34496.jpg,C,1,0,828,720
33287,75333.jpg,A,394,327,211,282
7357,03601.jpg,C,414,52,705,621
11466,08411.jpg,A,411,214,287,266
29481,74411.jpg,B,300,40,393,388
22565,92250.jpg,A,266,169,427,339
22070,65705.jpg,A,377,42,539,328
6473,96879.jpg,C,263,84,553,535
37697,52495.jpg,A,546,139,288,356
3242,65542.jpg,A,23,26,780,694
37785,42948.jpg,A,563,176,313,270
15895,78392.jpg,A,617,213,428,507
23635,68607.jpg,A,242,7,481,382
38690,70445.jpg,A,420,236,309,254
27601,40139.jpg,A,302,81,589,432
19736,31046.jpg,C,522,105,347,320
36636,10448.jpg,A,559,255,288,265
23987,85331.jpg,B,551,151,357,380
36741,93181.jpg,B,500,379,359,264
40905,94748.jpg,A,494,170,241,268
535,65269.jpg,A,234,167,525,490
30719,62782.jpg,B,500,165,395,247
23737,20761.jpg,A,242,153,465,324
23270,30643.jpg,A,232,72,453,353
35657,21832.jpg,B,273,41,669,546
44239,27496.jpg,A,410,184,360,297
11778,75859.jpg,A,144,240,383,379
41899,76495.jpg,C,469,314,346,226
8411,73246.jpg,B,407,293,328,268
41832,36568.jpg,A,481,140,323,229
13185,45476.jpg,A,48,244,466,378
7475,51701.jpg,A,445,175,420,336
39,04065.jpg,B,266,62,479,605
9506,41780.jpg,A,367,406,321,265
35080,26209.jpg,A,268,85,657,584
6557,69167.jpg,A,358,1,512,561
33510,07293.jpg,B,405,179,221,237
36514,92709.jpg,A,529,24,364,273
22302,44073.jpg,A,363,54,555,399
9849,04961.jpg,A,454,332,255,226
24474,41219.jpg,A,538,175,325,376
28753,76613.jpg,A,232,207,445,349
19375,78460.jpg,A,404,175,491,396
31144,47016.jpg,A,398,440,279,248
41609,09168.jpg,B,448,50,334,309
5604,82455.jpg,A,4,7,699,711
8104,63066.jpg,A,478,223,335,235
33511,49524.jpg,A,360,263,270,289
33335,70069.jpg,A,409,397,279,239
20523,23582.jpg,B,529,84,404,335
32024,16759.jpg,A,268,140,354,330
34478,29240.jpg,A,258,67,710,649
42982,05145.jpg,B,479,195,311,304
25484,47992.jpg,A,295,160,366,462
37260,73022.jpg,B,557,195,312,259
1779,95581.jpg,B,238,143,543,406
24781,99168.jpg,B,616,186,366,394
5900,97701.jpg,A,13,17,905,703
7770,56545.jpg,B,446,206,378,291
3262,85758.jpg,A,10,5,862,715
17824,73714.jpg,C,485,87,442,502
5515,43228.jpg,A,0,10,792,710
1745,47766.jpg,A,132,110,437,498
20924,51922.jpg,A,494,331,397,295
36784,32196.jpg,C,501,127,430,309
26325,22906.jpg,A,421,280,350,255
14662,50466.jpg,A,0,177,496,444
12655,99710.jpg,A,135,330,357,327
35816,94789.jpg,A,193,51,804,569
20954,85789.jpg,A,466,136,423,327
42612,69590.jpg,C,494,185,331,256
8451,26224.jpg,A,406,220,368,296
21454,91100.jpg,C,497,45,386,343
6170,71007.jpg,A,234,254,528,466
2901,83797.jpg,A,84,164,435,455
38774,76438.jpg,B,392,163,365,238
30918,19147.jpg,B,532,38,438,307
26534,51210.jpg,B,365,182,452,340
14525,20099.jpg,A,0,175,545,408
3328,59529.jpg,A,1,3,974,717
25328,15440.jpg,B,369,172,319,360
30972,10173.jpg,A,414,119,275,239
12748,68867.jpg,A,6,252,468,389
32449,99525.jpg,A,375,269,259,250
36103,86065.jpg,B,505,79,354,277
22208,98467.jpg,A,381,46,493,379
1906,42474.jpg,B,137,70,569,556
39379,79405.jpg,B,272,121,523,574
11194,56860.jpg,A,368,160,363,273
34823,55939.jpg,A,274,21,716,699
14518,89259.jpg,A,6,177,595,473
18019,46831.jpg,A,494,19,457,335
43516,73697.jpg,A,526,264,288,276
41879,55755.jpg,B,501,220,267,249
19873,86983.jpg,A,495,188,470,324
26447,61571.jpg,A,369,74,381,310
6217,86242.jpg,C,219,247,480,473
17766,91401.jpg,B,516,159,459,450
8733,17428.jpg,B,423,410,302,280
13524,78109.jpg,B,76,115,468,461
5962,99067.jpg,A,24,4,832,716
27490,97430.jpg,C,279,320,511,366
8399,74020.jpg,B,393,433,319,257
44301,24633.jpg,A,421,342,332,280
26131,48238.jpg,A,371,195,415,303
37542,13107.jpg,B,556,128,348,278
15677,11910.jpg,A,378,13,532,468
35182,23194.jpg,A,235,86,667,574
6182,65775.jpg,C,212,183,579,528
37777,92416.jpg,B,536,90,275,278
10832,37267.jpg,A,429,423,252,220
9079,53061.jpg,B,418,252,317,205
31963,09924.jpg,B,244,99,403,398
38946,90195.jpg,A,399,408,332,251
32543,13230.jpg,A,410,357,230,245
18572,22203.jpg,A,503,74,407,376
32297,56477.jpg,A,272,62,463,433
1289,34126.jpg,B,172,77,549,496
34400,58925.jpg,B,188,10,733,710
4873,35927.jpg,C,12,9,795,711
13988,01040.jpg,A,42,151,471,336
17296,82149.jpg,A,716,250,420,398
38875,40208.jpg,A,401,257,390,295
38311,21129.jpg,A,468,138,342,323
11062,99645.jpg,B,399,198,327,269
8437,84634.jpg,C,441,338,269,210
28053,49150.jpg,C,314,185,433,349
32427,05281.jpg,C,415,334,264,278
37479,36685.jpg,A,617,244,241,320
21977,30209.jpg,B,399,26,486,342
17788,13860.jpg,A,553,85,482,510
31623,87030.jpg,A,334,166,236,283
41228,99423.jpg,C,437,102,290,265
33298,49944.jpg,A,382,272,252,265
17316,90387.jpg,A,465,33,441,582
34671,05153.jpg,A,175,59,784,661
40466,53079.jpg,A,307,139,499,448
29358,13331.jpg,C,332,136,411,363
13799,62783.jpg,A,21,245,411,422
638,63688.jpg,B,318,82,525,547
15204,82965.jpg,A,516,140,554,558
36229,36011.jpg,B,448,127,344,371
4767,78630.jpg,A,25,6,685,714
1148,63510.jpg,B,128,196,482,486
23714,23778.jpg,A,258,155,478,369
25620,47802.jpg,C,623,153,299,360
39096,70616.jpg,A,214,32,556,447
5528,04221.jpg,A,24,7,856,713
844,44517.jpg,B,254,170,537,475
16171,20609.jpg,A,419,56,479,538
13210,54969.jpg,A,56,146,476,428
30185,98757.jpg,A,575,134,356,241
359,61984.jpg,A,315,72,457,547
7034,06211.jpg,C,431,10,513,617
37985,62678.jpg,A,581,147,275,285
15191,34810.jpg,A,573,24,689,559
21878,74486.jpg,B,420,178,482,324
29854,36539.jpg,B,298,323,368,290
39623,93034.jpg,A,286,32,518,537
25245,92426.jpg,A,329,142,413,436
1968,33865.jpg,B,79,71,509,513
32787,04785.jpg,C,370,306,273,249
31188,04477.jpg,A,393,232,300,284
8989,98756.jpg,A,412,402,274,219
23043,87177.jpg,A,286,67,431,424
21037,23939.jpg,A,457,63,441,372
1962,74888.jpg,B,246,46,526,568
44860,32833.jpg,B,494,252,295,257
43763,44161.jpg,A,458,142,273,306
20782,69964.jpg,A,552,349,369,320
23447,35825.jpg,A,238,55,454,379
34545,49952.jpg,A,315,35,646,622
28372,90243.jpg,A,235,233,468,359
18963,59271.jpg,B,471,112,442,335
19861,30435.jpg,B,560,147,414,358
10762,05285.jpg,A,441,281,291,248
34485,37441.jpg,A,243,22,738,600
38818,62387.jpg,B,387,209,331,249
19084,25476.jpg,B,410,156,514,345
42329,93224.jpg,B,511,298,276,231
27940,31593.jpg,B,311,193,483,419
34389,19372.jpg,B,218,45,788,572
31252,87102.jpg,A,415,206,286,212
12894,84883.jpg,A,9,339,368,367
19506,01876.jpg,A,507,40,452,359
14385,05545.jpg,B,0,160,522,502
7962,92344.jpg,C,508,210,322,309
26240,64181.jpg,A,464,308,292,242
23477,52415.jpg,A,333,76,424,359
29608,50344.jpg,A,274,395,303,270
41781,69817.jpg,B,449,115,360,298
4186,46054.jpg,A,7,7,871,713
26384,41058.jpg,C,353,123,402,317
34147,89281.jpg,A,171,40,815,623
42008,60513.jpg,B,483,342,311,234
31272,04779.jpg,B,465,108,256,185
18922,67306.jpg,A,455,155,431,365
3223,42162.jpg,A,46,2,880,718
36124,38984.jpg,B,476,70,367,402
16516,96100.jpg,A,560,101,420,552
26732,39135.jpg,A,333,96,460,373
5075,32180.jpg,B,7,8,734,712
5087,42596.jpg,C,10,5,728,715
24605,88402.jpg,B,537,120,343,372
16020,29794.jpg,A,371,22,415,442
4421,99706.jpg,A,2,5,809,715
15372,26935.jpg,A,362,104,524,512
42326,29033.jpg,B,456,298,311,235
42499,08128.jpg,B,487,248,291,231
21373,99810.jpg,C,450,52,484,342
23212,49764.jpg,A,230,13,451,367
6948,23279.jpg,B,406,20,598,677
20119,77727.jpg,A,502,229,421,419
11914,87447.jpg,A,114,180,370,344
26315,49792.jpg,A,374,138,430,316
514,49195.jpg,A,323,134,482,552
22767,11364.jpg,B,300,9,438,347
16606,81904.jpg,C,597,217,432,409
14175,47426.jpg,A,21,136,467,456
38464,69215.jpg,A,411,75,362,302
33456,59642.jpg,A,389,260,268,283
6670,60897.jpg,A,441,74,425,535
32752,34080.jpg,A,415,287,240,286
24225,23023.jpg,B,701,155,354,358
28622,11634.jpg,A,307,346,398,310
40595,52405.jpg,A,477,270,266,285
9030,31386.jpg,C,438,323,338,283
5625,04599.jpg,A,5,14,779,706
4776,77922.jpg,A,103,5,918,715
32582,47990.jpg,A,381,219,271,228
5766,15063.jpg,A,8,6,631,714
36269,04813.jpg,B,377,153,397,292
28948,96091.jpg,C,147,120,529,368
20337,97196.jpg,B,497,200,451,364
15998,65317.jpg,A,394,15,420,525
11542,37994.jpg,A,412,210,319,252
28522,24805.jpg,C,250,268,455,378
25907,20729.jpg,C,374,72,404,341
2211,39445.jpg,B,133,112,517,555
10459,85978.jpg,A,401,183,363,264
36327,24430.jpg,B,440,201,328,318
25913,63636.jpg,A,434,185,349,256
14064,73820.jpg,B,30,123,467,466
951,43645.jpg,B,244,127,543,447
11832,02757.jpg,B,152,337,376,283
9482,83190.jpg,A,441,276,290,242
3031,10043.jpg,A,2,5,843,715
7106,97394.jpg,C,458,15,632,626
29782,37634.jpg,C,257,242,408,368
2293,54172.jpg,A,218,49,551,514
